id;productgroup;main_text;add_text;manufacturer
62204679;CONTACT LENSES;DAILIES AQUACOMFORT PLUS MULTI90 STÜCKUNISEX;LINSEN;CIBA
42328026;BICYCLES;COMPEL XRC 800 TR MATTGRAU 55 CM;1_2_3;COMPEL
63250541;USB MEMORY;CLE USB 2.0 4GB BLACK PACK DE 3 CONNECTEUR RETRACTABLE;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;V7
28396880;CONTACT LENSES;GENTLE 80 MULTIFOCAL (CN)  003;CL;MARK'ENNOVY
62954537;USB MEMORY;USB STICK 32GB 2.0 BLK RETRACTABLE CONNECTOR RTL;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;V7
20609484;WASHINGMACHINES;*BOSCH WOT24445 AVANTIXX 7 WASCHMASCHINE;WASCHMASCHINEN;BOSCH
63331615;USB MEMORY;32GB USB DRIVE 3.0 TWIN OTG MINI GOODRAM ANDROID DUAL;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;GOODRAM
23493898;WASHINGMACHINES;WM14N290 7 KG, 1400 U/MIN, A+++;WEISSEWAREWASCHMASCHINE;SIEMENS
25645426;USB MEMORY;SANDISK USB STICK 32GB 3.0  ULTRA DUAL DRIVE  SCHWARZ;COMPUTER // COMPUTER-PERIPHERIE;HAMA GMBH & COKG
24278030;WASHINGMACHINES;WASCHVOLLAUTOMAT OMV510A+ OMV510A+|| EEK:A+, 1000 U/MIN, 5KG KAPAZITAET  5043487;412;VESTEL GERMANY GMBH
24130820;WASHINGMACHINES;WASCHVOLLAUTOMAT WML15106MNE+|| EEK:A+, 15 PROGR., 5KG, 1000U/MIN  5049998;412;BEKO DEUTSCHLAND GMBH
17898507;USB MEMORY;SANDISK ULTRA 128 GB DUAL USB FLASH-LAUFWERK USB 3.1 TYPE-C;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;SANDISK
62232167;CONTACT LENSES;1-DAY ACUVUE MOIST FOR ASTIGMA30 STÜCKUNISEX;LINSEN;J&J
37741204;BICYCLES;FELT B12 MATT CARBON;FAHRRAEDER>>RENNRAEDER>>TRIATHLONRAEDER;FELT
60291686;BICYCLES;PROPHETE KINDERRAD 16 EINSTEIGER;664W0100;
51971528;WASHINGMACHINES;WMY 71433 PTEMG  ;00717__WASCHMASCHINE FRONTLADER 1201-1400 RPM;BEKO
62229298;CONTACT LENSES;AIR OPTIX FOR ASTIGMATISM3 STÜCKUNISEX;LINSEN;CIBA
25405352;BICYCLES;MTB HARDTAIL TWENTYNINER HEIST 29 ZOLL  schwarz;FAHRRAEDER // SONSTIGE FAHRRAEDER;SCHALOW & KROH GMBH
52112727;USB MEMORY;LJDS73-32GABEU S73 32 GB ORANGE USB 3.0  ;03510__USB STICK;LEXAR
73621304;CONTACT LENSES;029 Ascon BO;515;
42297963;BICYCLES;MERIDA BIG.SEVEN 20-D MATTSCHWARZ/GRUEN/WEISS 58 CM;1_1_6;MERIDA
42327552;BICYCLES;CENTURION CROSS LINE 50 MATTSCHWARZ 58 CM;1_7_4;CENTURION
62224194;CONTACT LENSES;SOFLENS TORIC6 STÜCKUNISEX;LINSEN;B&L
21202521;WASHINGMACHINES;BAUKNECHT WA CARE 724 PS - WASCHMASCHINE, 7 KG, A+++;11001;BAUKNECHT
40191109;USB MEMORY;CORSAIR FLASH VOYAGER SLIDER X2  USB FLASH LAUFWERK  64 GB  USB 3 0;STORAGE/MEDIA/USBKEY/USBKEY;CORSAIR
42309391;BICYCLES;KID MY BONNIE 16 PINK EINHEITSGROESSE;1_6_9;MY BONNY
16966797;CONTACT LENSES;SOFLENS DAILY DISPOSABLE TORIC TAGESLINSEN WEICH, 30 STUECK / BC 8.60 MM / DIA 14.20 CYL -1.75 / ACHSE 20 / -07.00 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3102TORICCONTACTLENSES;BAUSCH & LOMB
62275080;USB MEMORY;USB-STICK  32GB INTEGRAL CRYPTO 197  ENCRYPTION RETAIL;USB-SPEICHER;INTEGRAL
42483879;USB MEMORY;3330079032  TRANSCEND JETFLASH 790K 32GB USB 3.0;07198_USB STICK;
60352606;BICYCLES;ATB KNABEN 203GANG V-RAHMEN;664W0400;
28826258;USB MEMORY;CNM SPACELOOP XL 16GB USB;BRAUNE WARE__HARDWARE-ERWEIT__SPEICHERKARTEN;CHIPS & MORE GMBH/SUEDFACTORIN
72274787;CONTACT LENSES;PROCLEAR 1 DAY (90ER);CL;COOPER VISION GMBH
19531988;CONTACT LENSES;FRESHLOOK ONE DAY GRAY TAGESLINSEN WEICH, 10 STUECK / BC 8.6 MM / DIA 13.8 / -0.75 DIOPTRIEN;HEALTH&PERSONALCARE__3000HEALTHCARE__3042CONTACTLENSES;ALCON
36134195;USB MEMORY;USB 3.0 STICK 16GB, V3 STORE N GO, GRUEN;553009__BUEROTECHNIK_PC-TECHNIK_SPEICHERMEDIEN;
71153509;CONTACT LENSES;EYELI. TAGESLINSE -3,00 6er;360101;
37761865;BICYCLES;SERIOUS ROCKAWAY STREET 24;FAHRRAEDER>>KINDERFAHRRAEDER>>KINDERRAEDER24ZOLL;SERIOUS
42297677;BICYCLES;MERIDA MATTS 6.20-D SCHWARZ/GRUEN 46 CM;1_1_2;MERIDA
19330211;BICYCLES;KS CYCLING DAMEN FAHRRAD BALLOON, TUERKIS, 28, 761C;SPORTS__30000WHEELED__30070BIKES;KSCA5|#KS CYCLING
42299095;BICYCLES;UNIVEGA SUMMIT 3.0 MAGICBLACKMATT 54 CM;1_1_5;UNIVEGA
42326184;BICYCLES;BERGAMONT REVOX 2.0 BLACK/LIME 51 CM;1_1_5;BERGAMONT
42296598;BICYCLES;GHOST SONA 2 RED/DARKRED/BLACK 46 CM;1_1_2;GHOST
23499497;WASHINGMACHINES;WM14T390 A+++ / 8KG;WEISSEWAREWASCHAUTOMATBIS1400UMIN;SIEMENS-HAUSGERäTE
26376401;USB MEMORY;CRUZER EDGE 8GB USB 2.0;HARDWARE-ERWEITERUNGEN;SANDISK
26237030;WASHINGMACHINES;CWF14K21 STAND- WASCHMASCHINE;WASCHMASCHINEN;CONSTRUCTA
63093812;USB MEMORY;16GB CULBUTO USB3.0 16GB/USB3.0;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;SEAGATE
62229240;CONTACT LENSES;BIOFINITY TORIC 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
62219482;CONTACT LENSES;DAILIES AQUACOMFORT PLUS TORIC30 STÜCKUNISEX;LINSEN;CIBA
42317893;BICYCLES;WINORA SAMOA HERREN GRAU/CYAN MATT 61 CM;1_7_4;WINORA
61854039;USB MEMORY;USB  16GB  MINIONS TIM  TD  PCK:211750 PEH:0 MEH:ST;3__COMPUTER__STORAGE;TRIBE
59534658;USB MEMORY;KINGSTON DATATRAVELER 100 G3 - USB-FLASH-LAUFWERK;AUTOMATISCH ANGELEGT__UNASSIGNED__UNASSIGNED;#KINGSTON
17551931;CONTACT LENSES;BIOFINITY TORIC, TORISCHE MONATSLINSEN WEICH, 6 STUECK / BC 8.70 MM / DIA 14.5 / CYL -0.75 / ACHSE 40 / -9.50 DIOPTRIEN;HEALTH&PERSONALCARE__3000HEALTHCARE__3042CONTACTLENSES;BIOFINITY
62236045;CONTACT LENSES;PUREVISION 2HD FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;B&L
49446490;WASHINGMACHINES;112 WASCHTROCKN. XWDE861480X INDES ST 0001 0 11506 20170121;1860079;
66610970;BICYCLES;1562631000 PROPHETE DAMEN ALU-CITY 26  GENIESSER 2.4;SPORT&FITNESS_FAHRRAEDER_CITYRAEDER;PROPHETE
21100580;BICYCLES;O-RINGSET I.KASTEN 205 TLG.;617;
20429544;BICYCLES;KS CYCLING HERREN FAHRRAD FITNESSBIKE ALU 28 ZOLL LIGHTSPEED RH 54 CM, SCHWARZ, RAHMENHOEHE: 54 CM, REIFENGROESSE: 28 ZOLL (71 CM), 200B;SPORTS__30000WHEELED__30070BIKES;KS CYCLING
29987007;WASHINGMACHINES;TOPLADER  ZANUSSI ZWY612;6940520;
77731529;WASHINGMACHINES;BEKO WMB 71443 PTER BORDEAUX - WASCHMASCHINE, FRONTLADER, 7K;11001;BEKO
21166069;CONTACT LENSES;WEFLEX 55, DIA 13,7;UNASSIGNED;
21852808;BICYCLES;PROPHETE 28 NOBLESSE NOSTALGIE 1ST KA;7464;
20606258;WASHINGMACHINES;AEG L75674NWD WASCHTROCKNER FRONTLADER A;WASCHMASCHINEN;AEG
59784783;USB MEMORY;FLASHPEN HOOK-STYLE USB 2.0, 32GB GRUEN 279307;1915__INFORMATIONS-, KOMMUNIKATIONS-, UND MEDIENTECHNIK__MASSENSPEICHER (IT);
26509660;USB MEMORY;JETFLASH 300 - USB-FLASH-LAUFWERK - VERSCHLUESSELT 16 GB, USB 2.0, GLAENZEND SCHWARZ;HARDWARE FLASH-SPEICHER & CARD READER USB-STICK;TRANSCEND
62222626;CONTACT LENSES;AIR OPTIX FOR ASTIGMATISM3 STÜCKUNISEX;LINSEN;CIBA
61849312;USB MEMORY;USB  32GB  6/16 JFLASH 330  WH TRC  PCK:130000 PEH:0 MEH:ST;3__COMPUTER__STORAGE;TRANSCEND
73150167;WASHINGMACHINES;SIEMENS-HG WASCHAUTOMAT 7KG A+++ FRONTL 1400UPM WM14N2MI0;60120;SEG HAUSGERAETE GMBH96034
19873038;CONTACT LENSES;ACUVUE OASYS 2-WOCHENLINSEN WEICH, 12 STUECK / BC 8.8 MM / DIA 14 MM / -0.75 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3101SPHERICCONTACTLENSES;JOHNSON & JOHNSON
23508040;USB MEMORY;USB STICK 16GB;COMPUTERCOMPUTERZUBEHOER;EP:
66933422;WASHINGMACHINES;745980  WASCHMASCHINE WASCHMASCHINE EH192 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
62206361;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
18494711;USB MEMORY;SILICON POWER SP016GBUF3J06V1D 16GB SPEICHERSTICK USB 3.0 DEEPBLAU;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;SILICON POWER
67063112;BICYCLES;489841  CITY 28 CITY 28 BEIGE 48;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_SPORT CITY TOURINGRAEDER;
43519977;WASHINGMACHINES;WP10R156  WEISS WASCHMASCHINEN (STAND);ELEKTRO-GROSSGERAETE_WASCHMASCHINEN(STAND)_UNASSIGNED;SIEMENS
48595149;WASHINGMACHINES;BAUKNECHT WAT PRIME 552 SD;5060;BAUKNECHT HAUSGERAETE GMBH
62217526;CONTACT LENSES;1-DAY ACUVUE MOIST FOR ASTIGMA30 STÜCKUNISEX;LINSEN;J&J
37766652;BICYCLES;2. WAHL: KONA PRECEPT 200 MATT GREEN/BLACK/WHITE;RESTPOSTEN>>FAHRRADRESTPOSTEN>>MTBHTS;KONA
17878072;CONTACT LENSES;KWIKSIBS FARBIGE KONTAKTLINSEN, HELLBLAU, 1-FARBIG, WEICH, INKLUSIVE BEHAELTER, BC 8.6 MM / DIA 14.0 / -6,50 DIOPTRIEN, 1ER PACK (1 X 2 STUECK);HEALTH&PERSONALCARE__3100OPTICS__3104COLOUREDCONTACTLENSES;KWIKSIBS
62231381;CONTACT LENSES;SOFLENS TORIC6 STÜCKUNISEX;LINSEN;B&L
52439940;USB MEMORY;USB-STICK CLIP/ME CM08HG000 8G B 2.;183;SOENNECKEN LOGSERVE GMBH
37720680;BICYCLES;CORRATEC C CROSS 11S HYDRO DISC BLACK/BLUE/WHITE;FAHRRAEDER>>FITNESSBIKES/CYCLOCROSS>>CYCLOCROSSER&GRAVELBIKES;CORRATEC
20991538;USB MEMORY;SP maxell USB 3.0 Speicherstick E-500, 8 GB Lesegeschwindigkeit: 35 MBit/Sek., Schreibgeschwindigkeit: 10 MBit/Sek., lauffAEhig ab: WIN ME / 2000 / XP / Vista / 7 / 8, oder MAC OS X / 9.0+, Plug & Play, AbwAErtskompatibel zu;40;
42325520;BICYCLES;MERIDA BIG.NINE XT-EDITION SCHWARZ/GRAU 44,5 CM;1_1_5;MERIDA
40672661;USB MEMORY;USB-STICK  64GB TRANSCEND JETFLASH 790 USB3.0 SCHWARZ;USB-SPEICHER;TRANSCEND
60957585;CONTACT LENSES;PUREVISION  PURE VISION 6ER PACK;KONTAKTLINSEN;BAUSCH&LOMB
26421688;WASHINGMACHINES;WAN 282 EURO WASCHAUTOMAT;WASCHMASCHINEN;BOSCH
29755423;WASHINGMACHINES;AEG LAVAMAT Waschmaschine L5460DFL Weiss;HAUSHALTS-ELEKTRONIKWASCHMASCHINEN;
62227826;CONTACT LENSES;AIR OPTIX FOR ASTIGMATISM3 STÜCKUNISEX;LINSEN;CIBA
42328715;BICYCLES;BOCAS X-RAID MTB MATTSCHWARZ/BLAU 29 CM;1_6_11;BOCAS
51761590;WASHINGMACHINES;LAVAMAT L 8 FB 74484 W  ;00717__WASCHMASCHINE FRONTLADER 1201-1400 RPM;AEG
24313226;WASHINGMACHINES;WASCHVOLLAUTOMAT OMV510A+ OMV510A+|| EEK:A+, 1000 U/MIN, 5KG KAPAZITAET  5043487;412;VESTEL GERMANY GMBH
22566196;USB MEMORY;VERBATIM STORE 'N' GO SWIVEL 16GB, USB 2.0, ROT;UNASSIGNED;DIVERSE
52778460;USB MEMORY;VERBATIM USB 3.0 STICK EXECUTIVE METAL 32GB GOLD (1) VKEH: 1;USB SPEICHERSTICKS;VERBATIM
23562205;WASHINGMACHINES;WM 16 W 591;DIVERSEWASCHMASCHINEFRONTLADER;SIEMENS
77732219;WASHINGMACHINES;SIEMENS WM16Y542 IQ800 VARIOPERFECT - WASCHMASCHINE, FRONTLA;11001;SIEMENS
62224816;CONTACT LENSES;ACUVUE OASYS FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;J&J
26343287;WASHINGMACHINES;WM 14 Y 74 A IQ800 SERIE  DOSIEREMPFEHLUNG;WASCHMASCHINEN;SIEMENS
29963280;USB MEMORY;USB STICK  INTENSO BASIC;6792440;
29602344;CONTACT LENSES;BIOMEDICS TORIC XR;UNASSIGNED;
42319780;BICYCLES;BERGAMONT HORIZON 7.0 TR GRAU/ROT 52 CM;1_2_3;BERGAMONT
18685393;CONTACT LENSES;ARICONA NATUERLICHE FARBIGE KONTAKTLINSE MICKEY BLUE EYES BY ARICONA ? JAHRESLINSEN FUER HELLE AUGENFARBEN, OHNE STAERKE, FARBLINSEN ALS MODEACCESSOIRE FUER DEN TAEGLICHEN GEBRAUCH;HEALTH&PERSONALCARE__3100OPTICS__3104COLOUREDCONTACTLENSES;ARICONA
52854817;CONTACT LENSES;1 DAY ACUVUE TRUEYE 30ER BOX;KONTAKTLINSEN;
26552511;CONTACT LENSES;DAILIES AQUACOMFORT PLUS, 10ER 10351;KONTAKTLINSEN_EINMAL-NUTZUNG LINSEN;ALCON
26117003;WASHINGMACHINES;BOS WASCHAUTOMAT  WAE28220 ST  1 WAE28220;24;
66611235;BICYCLES;1379444000 KS CYCLING BMX FREESTYLE 20'' RISE MAGWHEEL SCHWARZ;SPORT&FITNESS_FAHRRAEDER_BMXRAEDER;KS CYCLING
72356387;CONTACT LENSES;CONTACTLINSEN MPG&E KATALOG ECCO CHANGE 30 T (OHNE TAUSCH);CL;MPG&E KATALOG
62207926;CONTACT LENSES;PROCLEAR TORIC6 STÜCKUNISEX;LINSEN;COOPER
65668951;USB MEMORY;TRANSCEND JETFLASH 360 8GB;SPEICHER __ DATENTRAEGER/PC-SPEICHER __ USB-STICKS;TRANSCEND
59116524;BICYCLES;623031026 RIXE 16 28 DT CROSS XC 5.0 STR 24G 50M SLATEGREYMATT;753610__75-DAMENCROSS;RIXE
62209259;CONTACT LENSES;ACUVUE OASYS FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;J&J
65924878;CONTACT LENSES;Conflex;KONTAKTLINSEN;
17971270;CONTACT LENSES;ALCON AIR OPTIX FOR ASTIGMATISM  WEICH, 6 STUECK / BC 8.7 MM / DIA 14.5 MM / CYL -0.75 / ACHSE 180 / -2.75 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3102TORICCONTACTLENSES;ALCON
62207587;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
23988742;WASHINGMACHINES;WASCHVOLLAUTOMAT WAB28270|| EEK:A+++,1400U/MIN,6KG BELADUNG  5045129;412;ROBERT BOSCH HAUSGERAETE GMBH
62215604;CONTACT LENSES;BIOFINITY TORIC 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
42323578;BICYCLES;CITY BICYCLES TRIEST BLAU 50 CM;1_4_1;BICYCLES
53090205;BICYCLES;TIEFEINSTEIGER-CITYRAD DAMEN 28 ZOLL ROT;9611__FREIZEIT/WOHNEN_FAHRRAD_TOURENFAHRRAEDER;OTTO GMBH & CO. KG
67235683;WASHINGMACHINES;773317  WASCHTROCKNER WASCHTROCKNER EH19;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHTROCKNER;
42307391;BICYCLES;MERIDA ONE-TWENTY 7.XT-DE MATTSCHWARZ 46 CM;1_1_8;MERIDA
26219140;WASHINGMACHINES;W5523/S SLIM  - 5 KG FASSUNGSVERMöGEN  - 1.200 SCHLEUDERUMDREHUNGEN  - 47 LITER / 0,69 KWH (A+++);WASCHMASCHINEN;GORENJE
66610342;BICYCLES;1481388000 DACAPO KINDERFAHRRAD 6 GAENGE MAEDCHENFAHRRAD FLORIDA 24 ZOLL;SPORT&FITNESS_FAHRRAEDER_KINDER-&JUGENDRAEDER;DACAPO
23645040;WASHINGMACHINES;WDA 961431 WEISS  WASCHTROCKNER, 9 KG FUELLMENGE WASCHEN, 6 KG FUELLMENGE TROCKNEN, SCHLEUDERDREHZAHL U/MIN: MAXIMAL 1.400, SELBSTREINIGENDER KONDENSATOR (AUTOMATISCHE FLUSENENTFERNUNG BEI JEDEM TROCKENGANG FUER KONSTANT NIEDRIGEN ENERGIEVERBRAUCH), AQUAWAVE-SCHONTROMMEL, EINKNOPF-PROGRAMMWAHL, STARTZEITVORWAHL, MEMO WDA 961431;WASCHTROCKNER (STAND);BEKO
23501043;WASHINGMACHINES;WASCHVOLLAU. WMG 820 WPS TWINDOS;GROSSGERAETEWASCHVOLLAUTOMAT;MIELE
40527928;USB MEMORY;SPEED LINE 16GB USB 3.0;SPEICHERMEDIEN __ SPEICHERSTICKS;INTENSO
23994436;WASHINGMACHINES;WASCHVOLLAUTOMAT WAB28270|| EEK:A+++,1400U/MIN,6KG BELADUNG  5045129;412;ROBERT BOSCH HAUSGERAETE GMBH
42314175;BICYCLES;RALEIGH UNICO DLX WAVE GRANITEGREY 50 CM;1_4_3;RALEIGH
19192148;CONTACT LENSES;ALCON AIR OPTIX COLORS, BRILLIANT BLUE, MONATSLINSEN WEICH, 2 STUECK / BC 8.6 MM / DIA 14.2 / 0 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3104COLOUREDCONTACTLENSES;ALCON
67048562;WASHINGMACHINES;839292  WASCHMASCHINE WASCHMASCHINE EH19 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
62216414;CONTACT LENSES;BIOFINITY TORIC 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
41747695;WASHINGMACHINES;WM14B2H2;ELEKTRO-GROSSGERAETE__WASCHMASCHINEN (STAND)__UNASSIGNED;SIEMENS
52059783;WASHINGMACHINES;WOT 24447  ;00715__WASCHMASCHINE TOPLADER;BOSCH
37729568;BICYCLES;FIXIE INC. FLOATER BLACK;FAHRRAEDER>>SINGLESPEED>>OLDSINGLESPEEDMITRENNRADLENKER;FIXIE INC.
18673006;CONTACT LENSES;AIR OPTIX AQUA MULTIFOCAL MONATSLINSEN WEICH, 6 STUECK / BC 8.6 MM / DIA 14.2 MM / ADD MED / -5,50 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3103MULTIFOCALCONTACTLENSES;ALCON
25831138;WASHINGMACHINES;WAT PLATINUM 781;TOPLADER;BAUKNECHT
37708091;BICYCLES;CUBE SL ROAD RACE BLACK GREY FLASHBLUE;FAHRRAEDER>>RENNRAEDER>>RENNRAEDERAB1000;CUBE
18415760;CONTACT LENSES;MERALENS A0520 ORANGE WEREWOLF KONTAKTLINSEN MIT BEHAELTER MIT STAERKE, 1ER PACK (1 X 2 STUECK);HEALTH&PERSONALCARE__3000HEALTHCARE__3045SPECIALCONTACTLENSES;MERALENS
52122588;USB MEMORY;USM 16 GXB 16GB  ;03510__USB STICK;SONY
62230286;CONTACT LENSES;BIOFINITY TORIC 6ER BOX6 STÜCKUNISEX;LINSEN;COOPER
67293743;BICYCLES;286197  CITY 2628 CITY 26/28 GRAU 1;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_SPORT CITY TOURINGRAEDER;
65445170;USB MEMORY;USB-STICK  8GB TAKEMS COLORLINE NT SILVER RETAIL;USB-SPEICHER;TAKEMS SONDERPOSTEN
37637157;BICYCLES;RABENEICK TS 5 DEORE LX BIKE HERREN SLATE MATT;FAHRRAEDER>>TREKKINGRAEDER>>HERRENRAEDERAB500;RABENEICK
42308847;BICYCLES;S'COOL CHIX PRO 20-3 MATTHELLBLAU 29 CM;1_6_11;S'COOL
28877120;USB MEMORY;VER STORE'N'GO SWIVEL64GB VIO;BRAUNE WARE__HARDWARE-ERWEIT__SPEICHERKARTEN;MEDIACOM
73124461;BICYCLES;3 Gang Alu, Nabendynamo weiß;70;Puky GmbH & Co. KG
62221096;CONTACT LENSES;AVAIRA TORIC 6ER BOX6 STÜCKUNISEX;LINSEN;COOPER
16213102;CONTACT LENSES;AIR OPTIX AQUA MULTIFOCAL MONATSLINSEN WEICH, 6 STUECK / BC 8.6 MM / DIA 14.2 / ADD MED / -6,75 DIOPTRIEN;HEALTH&PERSONALCARE__3000HEALTHCARE__3042CONTACTLENSES;ALCON
29168492;USB MEMORY;USB  64GB  OTG STICK  LTN/U3 GY VER  PCK:409500 PEH:0 MEH:ST;COMPUTER;VERBATIM
66606715;BICYCLES;1465145005 700 C 28 ZOLL FIXIE SINGLESPEED BIKE VIKING BLADE 5 FARBEN ZUR AUSWAHL;SPORT&FITNESS_FAHRRAEDER_FAHRRADTEILE;VIKING
29138076;USB MEMORY;USB  16GB 15/ 90 JFLASH 890 OTG  U3 TRC  PCK:65000 PEH:0 MEH:ST;COMPUTER;TRANSCEND
26243681;WASHINGMACHINES;CWF 14 B 21 WASCHMASCHINE;WASCHMASCHINEN;CONSTRUCTA
23804856;WASHINGMACHINES;0 KWF 71411 WE WEISS;2019;ZANKER
62205479;CONTACT LENSES;DAILIES AQUACOMFORT PLUS TORIC30 STÜCKUNISEX;LINSEN;CIBA
42332960;BICYCLES;KID FEUERWEHR 12,5 ROT/WEISS EINHEITSGROESSE;1_6_8;BACHTENKIRCH
42328659;BICYCLES;WINORA ROWDY WAVE SCHWARZ/AQUA/MINT MATT 38 CM;1_3_1;WINORA
29604716;CONTACT LENSES;6INHALT: Acuvue Oasys for Ast;UNASSIGNED;
17877625;BICYCLES;KS CYCLING DAMEN FAHRRAD TREKKINGRAD ALU-RAHMEN METROPOLIS MULTIPOSITIONSLENKER, WEISS, 28 ZOLL, 130T;SPORTS__30000WHEELED__30070BIKES;KS CYCLING
68205237;USB MEMORY;CORSAIR FLASHDRIVE VOYAGER VEGA 32GB USB 3.0 LOW PROFILESCRATCH RESISTANT;28867_FLASH;CORSAIR
62229132;CONTACT LENSES;AIR OPTIX FOR ASTIGMATISM3 STÜCKUNISEX;LINSEN;CIBA
66615383;BICYCLES;1625926001 28  DAMENRENNRAD VIKING ELYSEE STI 2 FARBEN;SPORT&FITNESS_FAHRRAEDER_RENNRAEDER;VIKING
37714850;BICYCLES;2. WAHL: CREME CYCLES CAFERACER SOLO MEN 3-SPEED BLACK;RESTPOSTEN>>FAHRRADRESTPOSTEN>>CITYBIKES;CREME
25097283;WASHINGMACHINES;110 HGG WAM INDESIT ITWD 61252 W(DE) >WEIß B-WARE;UNASSIGNED;INDESIT
62211859;CONTACT LENSES;BIOFINITY TORIC 6ER BOX6 STÜCKUNISEX;LINSEN;COOPER
73853152;BICYCLES;720001 KID 200 20 PINK'N'WHITE'N'BLUE MTB (H) HARDTAIL;6513602440;PENDING SYSTEM GMBH&CO.KG,,956
62226672;CONTACT LENSES;1-DAY ACUVUE MOIST FOR ASTIGMA30 STÜCKUNISEX;LINSEN;J&J
37725302;BICYCLES;ORTLER DETROIT 3S KELLY GREEN;FAHRRAEDER>>CITYRAEDER>>CITYRAEDER;ORTLER
18286221;BICYCLES;TOIMS CARS KINDERFAHRRAD, 14&NBSP ZOLL;SPORTS__30000WHEELED__30070BIKES;TOIMS
42300636;BICYCLES;UNIVEGA SUMMIT 3.0 MAGICBLACKMATT 42 CM;1_1_5;UNIVEGA
58817065;WASHINGMACHINES;WAT PLATINUM 781;2025_20251040_202510__WASCHEN&TROCKNEN_TOPLADER-WASCHMASCHINE_WASCHMASCHINE;BAUKNECHT
49074064;WASHINGMACHINES;WMG 823 WPS TWINDOS WASCHMASCHINE;20251061__FRONTLADER;MIELE
28947606;WASHINGMACHINES;LAVAMAT LPFLEGE+FL;WEI.WARE+KUECHEN__WAESCHEPFLEGE__WASCHVOLLAUTOM.;ELECTROLUX
63261815;USB MEMORY;SANDISK EXTREME GO USB 3.0 FLASH DRIVE 64GB;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;SANDISK
51790952;USB MEMORY;123912 LORE PRO 3.0 32GB 40MB/S  ;03510__USB STICK;HAMA
67049753;BICYCLES;361408  MTB 29 MTB 29 SCHWARZ/GRAU 43;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_MOUNTAINBIKE;
52132723;USB MEMORY;CM04CO000 4GB USB 2.0 ORANGE  ;03510__USB STICK;XLYNE
64744081;USB MEMORY;JUMPDRIVE S70 08GB JUMPDRIVE S70 08GB;CHIAVETTE USB __ 08 GB;LEXAR IMAGING
18095754;WASHINGMACHINES;GORENJE W 8543 T WASCHMASCHINE FL / A+++ / 192 KWH/JAHR / 1400 UPM / 8 KG / 10340 LITER/JAHR / TOTALER AQUASTOP / KONTROLLSENSOR / WEISS / SCHWARZ;MAJORAPPLIANCES__2000LAUNDRY__2035FSFRONTLOADWASHINGMACHINES;GORENJE
72262626;CONTACT LENSES;ECCO SOFT 4 SEASONS ZOOM (OHNE TAUSCH);CL;MPG&E-CONTACTLINSEN
63285160;USB MEMORY;CLE USB 8GB YODA .;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;MOBILITY LAB
23534157;WASHINGMACHINES;WW80J3473KW/EG 8KG, A+++;WEISSEWAREWASCHMASCHINE;SAMSUNG
65840716;USB MEMORY;SANDISK ULTRA USB 3.0 RED 32GB;SPEICHER __ DATENTRÄGER/PC-SPEICHER __ USB-STICKS;SANDISK
28753089;WASHINGMACHINES;BEKO WMB 71643 PTS WASCHAMSCHINE 7KG 1600U/MIN BEKOWMB71643PTS;08005045__WEIÃŸE WARE__GROÃŸELEKTRO__WASCHMASCHINEN;BEKO DEUTSCHLAND GMBH
29604513;CONTACT LENSES;6INHALT: SofLens for Astigmat;UNASSIGNED;
65862953;USB MEMORY;INTENSO MICRO LINE  4GB;SPEICHER __ DATENTRAEGER/PC-SPEICHER __ USB-STICKS;INTENSO
23594555;USB MEMORY;ALU LINE USB-STICK 2.0 (64GB);PCMULTIMEDIAMULTIMEDIA;DIVERSE
